CRM;FANTASIA;CNPJ;TELEFONE;CIDADE;ENDERECO;BAIRRO;CEP;CODIGO_IBGE;ESTADO;ATIVO;STATUS;DIAS_LIBERADOS;MODULOS
37118;Farmacia Rede Inova Lafaiete - Rede Inova ;07.605.745/0001-23;3137621367 / 31997799863;Conselheiro Lafaiete;Rua Tavares de Melo, 22;Centro;36400-001;3118304;MG;Sim;CLIENTE;10.0;MERCHFARMA: 8,HOS P344: 8,ESTAÇÃO ADICIONAL: 2,HOSTRIBUTARIO: 8,HOSCLOUD BACKUP: 8,INTEGRAÇÃO IFOOD: 8
37123;Braga e Silva Drogaria Ltda - Filial 07 (SE);17.853.589/0007-69;3334111082 / 33991044188;Peçanha;Rua Dr Antonio da Cunha, 120;Centro;39700-000;3148608;MG;Sim;CLIENTE;30.0;HOS P344: 9,HOS FISCAL: 1,HOS REPLICADOR: 9,ESTAÇÃO ADICIONAL: 1,FARMÁCIA POPULAR: 9,HOSTRIBUTARIO: 9,INTEGRAÇÃO MAGGU: 9,MERCHFARMA: 9
37130;Ribeiro e Ribeiro Drogarias - Rede Soma;32.136.273/0001-54;3333241119 / 33998247853;Vargem Alegre;Av Candido Machado, 310, Loja 01;Centro;35199-000;3170578;MG;Sim;CLIENTE;30.0;MERCHFARMA: 1,HOS P344: 1,HOS REPLICADOR: 1
37132;Braga e Silva Drogaria Ltda - Filial 06 Rede Inova (SE);17.853.589/0006-88;3334141625 / 33;Divinolândia de Minas;Rua Monsenhor Ayala, 30;Centro;39735-000;3122207;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 1,HOS REPLICADOR: 1,HOSTRIBUTARIO: 5,INTEGRAÇÃO MAGGU: 5
37133;Pharma Vida Matriz - Rede Inova - ROMULO;86.406.600/0001-70;3334271289 / 33999826940;Materlândia;Rua Galdino Alves Queiroz 195;Centro;39755-000;3140605;MG;Sim;CLIENTE;15.0;MERCHFARMA: 8,HOS P344: 8,HOS FÓRMULA: 8,HOS FISCAL: 4,HOS REPLICADOR: 4,HOSTRIBUTARIO: 4,HOS DIGITALIZE: 4,HOSCLOUD BACKUP: 4,CAPTURA RECEITA: 8,PORTAL DE COTAÇÕES: 8,INTEGRAÇÃO SMARTPED: 8,INTEGRAÇÃO MAGGU: 8
37134;Posto de Medicamentos - Rede Inova (SE);22.851.686/0001-67;3138433165 / 3138381397;Antônio Dias;Rua Joaquim Amancio, 230;Hematita;35178-000;3103009;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOSTRIBUTARIO: 1
37136;Nsa Sra da Conceicao - Rede Inova - WA - (Cobrança Matriz);20.331.633/0001-90;31992105287 / 3135358001;Juatuba;Av Tanus Saliba, 283;Centro;35675-000;3136652;MG;Sim;CLIENTE;30.0;MERCHFARMA: 13,HOS P344: 13,HOS FISCAL: 13,HOS REPLICADOR: 13,ESTAÇÃO ADICIONAL: 3,HOSTRIBUTARIO: 13,HOS DIGITALIZE: 13,HOSCLOUD BACKUP: 7,FARMACIASAPP: 13
37148;Farmacias Associadas - BEEASY - (Cobrança Matriz);03.784.801/0004-26;5433852397 / 54;Selbach;Av 25 de Julho, 602;Centro;99450-000;4320305;RS;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOS FISCAL: 2,HOS REPLICADOR: 2,HOSTRIBUTARIO: 2
37152;Drogaria Central ;31.191.700/0001-34;99991170993 / 99;Presidente Dutra;Av. Jose Olavo Sampaio, 630;Centro;65760-000;2109106;MA;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,FARMÁCIA POPULAR: 3,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 3
37154;Farmacia do Povo Matriz - PAULO;06.938.960/0001-83;6935357527 / 69;Ariquemes;Av Canaa, 4178;Setor 02;76873-278;1100023;RO;Sim;CLIENTE;10.0;MERCHFARMA: 4,HOS P344: 4,HOSTRIBUTARIO: 5
37163;Drogaria Oliveira - Melhor Compra - ROMULO;32.632.512/0001-67;3438250311 / 34;Patos de Minas;Av Dilermando Gomes de Deus, 1471;Jardim Recanto;38705-258;3148004;MG;Sim;CLIENTE;1.0;MERCHFARMA: 4,HOS P344: 4,FARMÁCIA POPULAR: 4,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 2,HOSDASHBOARD: 4
37165;Drogaria Tradicao - Rede Inova;02.000.083/0001-44;3533641325 / 35;Pouso Alto;Rodovia BR 354, 340 B;Centro;37468-000;3152600;MG;Sim;CLIENTE;1.0;MERCHFARMA: 3,HOS P344: 3,HOS FISCAL: 3,FARMÁCIA POPULAR: 3,HOSTRIBUTARIO: 3,HOSCHAT: 3
37179;Drobraga - Rede Inova;13.360.781/0001-77;3732712947 / 3732715533;Pitangui;Praca Brito Conde, 18;Centro;35650-000;3151404;MG;Sim;CLIENTE;1.0;MERCHFARMA: 10,HOS P344: 10,HOS FISCAL: 10,FARMÁCIA POPULAR: 10,HOSTRIBUTARIO: 10,HOS DIGITALIZE: 10,HOSCLOUD BACKUP: 14,FARMACIASAPP: 10,HOSCHAT: 4
37183;Farmacia do Carlito - Matriz;28.769.942/0001-58;9134623432 / 91988692410;Capanema;Rua Barao do Rio Branco, 3183;Centro;68700-105;1502202;PA;Sim;CLIENTE;30.0;MERCHFARMA: 10,HOS P344: 10,HOS FINANÇAS: 10,HOS FISCAL: 10,HOS REPLICADOR: 10,HOSTRIBUTARIO: 10
37199;Upa Farma - PAULO;23.976.706/0001-99;3232366524 / 32;Juiz de Fora;Rua Ibitiguaia, 975;Santa Luzia;36031-000;3136702;MG;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,FARMACIASAPP: 2
37200;Drogaria Saude e Vida - ANDRE;00.969.186/0001-91;3138914102 / 3138916366;Viçosa;Rua Jose da Cruz Reis, 122;Centro;36570-001;3171303;MG;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 7,FARMÁCIA POPULAR: 7,HOSTRIBUTARIO: 7,HOS DIGITALIZE: 7,HOSCLOUD BACKUP: 7,HOSGESTAO: 7
37201;Drogaria Inova Maruipe - Rede Inova - PAULO;11.022.341/0001-84;2732075131 / 27;Vitória;Av Coronel Jose Martins de Figueiredo 1205 Loja 03;Tabuazeiro;29043-405;3205309;ES;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOS FISCAL: 1,HOS REPLICADOR: 4,FARMÁCIA POPULAR: 4,HOSTRIBUTARIO: 10,HOSCLOUD BACKUP: 3,INTEGRAÇÃO IFOOD: 4,INTEGRAÇÃO MAGGU: 4
37204;Drogaria Makefarma - PAULO;33.599.335/0001-27;5136801095 / 51;Balneário Pinhal;Av. Tunel Verde, 503;Tunel Verde;95599-000;4301636;RS;Sim;CLIENTE;25.0;MERCHFARMA: 2,HOS P344: 2
37205;Farmacia Plantao - Rede Inova - ANDRE;18.891.695/0001-04;75998584448 / 75;Quijingue;Rua Jose Bezerra Neto, 22;Centro;48830-000;2925907;BA;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOSTRIBUTARIO: 4,HOS DIGITALIZE: 4,HOSCLOUD BACKUP: 3
37210;Drogaria Santo Antonio;31.894.944/0001-83;33988355175 / 33;Guanhães;Rua Eurides Coelho Medina, 261;Correntinho;39740-000;3128006;MG;Sim;CLIENTE;15.0;MERCHFARMA: 2,HOS P344: 2
37218;Farmacias Pague Pouco - Coopefarma - ANDRE;32.806.884/0001-62;84996620660 / 84;Parnamirim;Rua Francisco Candido Silva, 01;Parque das Nacoes;59158-172;2403251;RN;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,HOS FISCAL: 6,HOS REPLICADOR: 6,ESTAÇÃO ADICIONAL: 2,HOSTRIBUTARIO: 6
37220;InovaFarma - CELULAH;33.649.945/0001-98;5532341005 / 55999523010;Vila Nova do Sul;Rua Joao Batista Becker, 379;Centro;97385-000;4323457;RS;Sim;CLIENTE;1.0;MERCHFARMA: 3,HOS P344: 3,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 3
37232;Drogarias Compre Bem Popular - CELULAH;34.086.795/0001-14;1143428404 / 11;São Bernardo do Campo;Av Mario Alberto Marchi, 140;Alvarenga;09852-520;3548708;SP;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 3,FARMACIASAPP: 5
37233;Drogaria Prime Matriz - Rede Meta - (Cobrança Matriz);37.125.338/0001-80;3139380688 / 31;Ouro Branco;Av Pau Brasil, 240;Belvedere;36496-386;3145901;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5,HOSDASHBOARD: 5
37234;Drogarias PE - INOVAR;34.130.653/0001-07;81998849423 / 81;Jaboatão dos Guararapes;Rua Senador Barros de Carvalho, 22;Socorro;54160-270;2607901;PE;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3
37236;Farmacia Popular I 9 - LOJA SOLUCOES - (Cobrança Matriz);23.350.774/0005-71;91998285022 / 91;Belém;Av Pedro Alvares Cabral 3673;Sacramenta;66120-620;1501402;PA;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5,ESTAÇÃO ADICIONAL: 2
37239;N Farma - INOVAR;33.145.275/0001-72;83993707862 / 83;Marcação;Rua Joao Jose da Silva, s/n;Centro;58294-000;2509057;PB;Sim;CLIENTE;10.0;MERCHFARMA: 7,HOS P344: 7,HOS FISCAL: 7,HOS REPLICADOR: 7
37243;Drogaria Dose Certa - PAULO;20.087.774/0001-09;93991936390 / 93;Oriximiná;Trav. Emidio Martins, 1401;Perpetuo Socorro;68270-000;1505304;PA;Sim;CLIENTE;15.0;MERCHFARMA: 3,HOS P344: 3,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 4
37244;Drogaria Mais Economica - Melhor Compra - ROMULO;33.897.377/0001-44;3433563700 / 34;Ponte Nova;Av Governador Valadares, 1215;Centro;35430-970;3152105;MG;Sim;CLIENTE;15.0;MERCHFARMA: 6,HOS P344: 6,ESTAÇÃO ADICIONAL: 1,FARMÁCIA POPULAR: 6,HOSTRIBUTARIO: 6,HOSDASHBOARD: 4,MENSALIDADE HOSTEF 1 PINPAD: 6
37245;Fcia do Trab. Economia e Preco Baixo - JEFFERSON;28.491.291/0001-87;82999915688 / 82;Girau do Ponciano;Sit Povoado Canafistula do Cipriano, 34;Zona Rural;57360-000;2702900;AL;Sim;CLIENTE;10.0;MERCHFARMA: 2,HOS P344: 2,ESTAÇÃO ADICIONAL: 1
37249;Drogabel Paty FQ 325 - CELULAH;24.170.436/0001-97;2424851783 / 24981607712;Paty do Alferes;Rua Cel. Manoel Bernardes, 74;Centro;26950-000;3303856;RJ;Sim;CLIENTE;3.0;MERCHFARMA: 6,HOS P344: 6,HOS REPLICADOR: 6,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 6
37253;Vida e Saude Drogaria - PAULO;19.828.211/0001-45;6635211097 / 6692006079;Alta Floresta;Av Mario Raseira Leinig, 531;Setor F;78580-000;5100250;MT;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,HOS FÓRMULA: 6,HOS FINANÇAS: 6,FARMÁCIA POPULAR: 6
37256;Droga Economica - INOVAR;22.575.330/0001-48;81988264010 / 81;Caruaru;Rua Silva Jardim, 75;Nossa Senhora das Do;55038-170;2604106;PE;Não;CLIENTE;0.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 1
37258;Farmacia Farmavida ;33.094.454/0001-28;74988161073 / 74999128670;Várzea da Roça;Praca Alfredo Navarro, 215;Centro;44635-000;2933059;BA;Sim;CLIENTE;15.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3,HOS DIGITALIZE: 3
37261;Silveira Drog Loja 02 - (SE);26.365.213/0001-00;3234214493 / 32991996108;Cataguases;Rua Coronel Joao Duarte, 99;Centro;36770-071;3115300;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS COMPRAS: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 5,FARMACIASAPP: 5
37263;Silveira Drog Loja 07 - (SE);13.649.324/0001-05;3234461425 / 32;Palma;Rua Vitor Ferreira 134																			;Centro;36750-000;3146701;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS COMPRAS: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 4,FARMACIASAPP: 5
37264;Farmacia ABFNV ;09.245.496/0001-38;1231444012 / 1231440047;Cruzeiro;Rua Major Hermogenes, 28;Centro;12701-320;3513405;SP;Sim;CLIENTE;30.0;MERCHFARMA: 14,HOS P344: 14,HOS FINANÇAS: 14,HOS FISCAL: 14,MERCHCARD: 14,ESTAÇÃO ADICIONAL: 2,HOSTRIBUTARIO: 14,HOSCLOUD BACKUP: 3,INTEGRADOR HOS: 1,HOSDASHBOARD: 4
37266;Silveira Drog Loja 09 - (SE);27.288.806/0016-60;3237222639 / 3237223873;Muriaé;Rua Dr.Silveira Brum 01																			;Centro;36880-071;3143906;MG;Sim;CLIENTE;5.0;MERCHFARMA: 7,HOS P344: 7,HOS COMPRAS: 7,HOS FINANÇAS: 7,HOS FISCAL: 7,HOS REPLICADOR: 7,HOSTRIBUTARIO: 7,HOSCLOUD BACKUP: 5,FARMACIASAPP: 7
37268;Silveira Drog Loja 10 - (SE);26.365.213/0002-91;3234214357 / 32;Cataguases;Praca Getulio Vargas 19 loja 10																			;Centro;36770-069;3115300;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS COMPRAS: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 5,FARMACIASAPP: 5
37271;Silveira Drog Loja 15 - (SE);04.328.740/0001-02;2227831768 / 22;Italva;Av Jose Luiz Marinho 16 Loja																	;Centro;28250-000;3302056;RJ;Sim;CLIENTE;15.0;MERCHFARMA: 5,HOS P344: 5,HOS COMPRAS: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 4
37280;Silveira Drog Loja 26 - (SE);27.288.806/0019-02;3237281960 / 32;Muriaé;Av Monteiro de Castro 277																			;Barra;36884-013;3143906;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 3,HOS COMPRAS: 3,HOS FINANÇAS: 3,HOS FISCAL: 3,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 4,FARMACIASAPP: 5
37281;Silveira Drog Loja 30 - (SE);17.136.361/0001-62;3234261561 / 32;Miraí;Rua Tenente Leopoldino 07																			;Centro;36790-000;3142205;MG;Sim;CLIENTE;1.0;MERCHFARMA: 5,HOS P344: 5,HOS COMPRAS: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 4,FARMACIASAPP: 5
37283;Silveira Drog Loja 34 - (SE);29.270.255/0001-56;2225371335 / 22;Carmo;Rua Francisco Lourenco Alves 305															;Centro;28640-000;3301207;RJ;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS COMPRAS: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 21,FARMACIASAPP: 5
37285;Silveira Drog Loja 36 - (SE);17.734.709/0001-13;3235771938 / 32999003120;Rodeiro;Av Prefeito Adolpho Nicolato 19														;Centro;36510-000;3156304;MG;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 7,HOS COMPRAS: 7,HOS FINANÇAS: 7,HOS FISCAL: 7,HOS REPLICADOR: 7,HOSTRIBUTARIO: 7,HOSCLOUD BACKUP: 5,FARMACIASAPP: 7
37289;Silveira Drog Loja 44 - (SE);14.067.049/0001-76;3234419624 / 32;Leopoldina;Rua Dr. Custodio Junqueira 84																			;Centro;36700-080;3138401;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS COMPRAS: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 4,FARMACIASAPP: 5
37290;Mega Popular - Melhor Compra ;41.486.193/0001-10;3232229731 / 32999166978;Juiz de Fora;Rua Martins Barbosa 166																			;Benfica								;36090-300;3136702;MG;Sim;CLIENTE;1.0;MERCHFARMA: 7,HOS P344: 7,HOS REPLICADOR: 7,ESTAÇÃO ADICIONAL: 2,HOSTRIBUTARIO: 7,HOSDASHBOARD: 7
37293;Silveira Drog Loja 55 - (SE);24.350.929/0001-09;3237222023 / 32;Muriaé;Praca Joao Pinheiro 198;Centro;36880-043;3143906;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS COMPRAS: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 5,FARMACIASAPP: 5
37294;Silveira Drog Loja 57 - (SE);25.311.710/0001-63;3235731019 / 32;Piraúba;Rua Guarurama 190																			;Centro;36170-000;3151305;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS COMPRAS: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 5,FARMACIASAPP: 5
37300;Drogaria Mais Saude - ANDRE;09.040.022/0001-50;8432722516 / 84;Parnamirim;Rua Edgar Dantas, 1393;Santos Reis;59141-150;2403251;RN;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOS FISCAL: 4,HOS REPLICADOR: 4,HOS DIGITALIZE: 4,HOSCLOUD BACKUP: 8,HOSGESTAO: 4
37306;Itafarma - Multifarma - PAULO;12.665.217/0001-08;3835412122 / 38984122753;Serro;Rua Rio Branco, 45;Centro;39150-000;3167103;MG;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOS FÓRMULA: 4,FARMÁCIA POPULAR: 4,HOSTRIBUTARIO: 4
37308;Queimadas Farma - CLEONIDES;33.893.980/0001-58;84991538334 / 84;João Câmara;DT Queimadas 3, 12;Zona Rural;59550-000;2405801;RN;Sim;CLIENTE;5.0;MERCHFARMA: 1
37315;Farmacia Sena - JEFFERSON;34.820.876/0001-04;8235236857 / 82999889039;Limoeiro de Anadia;Povoado Camadanta, 184;Zona Rural;57260-000;2704203;AL;Sim;CLIENTE;20.0;MERCHFARMA: 1,HOS P344: 1,HOSTRIBUTARIO: 1
37319;Drogaria O Farmaceutico - CLEONIDES;23.589.016/0001-87;8432721930 / 84;Parnamirim;Est Par Cajupiranga 526;Jardim Planalto;59155-370;2403251;RN;Sim;CLIENTE;3.0;MERCHFARMA: 3,HOS P344: 1
37324;Farmacia do Carlito Filial 01;28.769.942/0002-39;9134623432 / 91;Capanema;Av Barao de Capanema, 1228;Centro;68700-005;1502202;PA;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5
37327;Drogaria Vita Farma  Filial - ROMULO;13.655.888/0002-23;3438232666 / 34996692207;Patos de Minas;Rua Major Gote, 2231;Conego Getulio;38700-223;3148004;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5
37337;RN Farma - ANDRE;35.013.570/0001-09;84992102858 / 84;Parnamirim;R Manoel Monteiro Filho 680;Passagem de Areia;59145-630;2403251;RN;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOSTRIBUTARIO: 2
37340;Rede Soma Drogarias - Rede Soma;01.271.711/0001-63;3138571425 / 31;Dom Silvério;Rua Nossa Senhora da Saude 55;Centro;35440-000;3122702;MG;Sim;CLIENTE;30.0;MERCHFARMA: 1,HOS P344: 1,HOS REPLICADOR: 1
37342;Drogaria Santos;33.455.559/0001-65;89981455530 / 89;Nova Iorque;Pc da Matriz, 05;Centro;65880-000;2107308;MA;Sim;CLIENTE;10.0;MERCHFARMA: 3,HOS P344: 3
37343;Farma Dominio - CELULAH;35.101.643/0001-06;1144276911 / 11932312931;Santo André;Rua General Glicério 207;Centro;09015-190;3547809;SP;Sim;CLIENTE;30.0;MERCHFARMA: 10,HOS P344: 10,ESTAÇÃO ADICIONAL: 4,HOSTRIBUTARIO: 10
37345;Farmacia Circulista - Rede Inova;39.822.002/0001-00;2737321166 / 27999391166;Baixo Guandu;Av Carlos de Medeiros, 516;Centro;29730-000;3200805;ES;Sim;CLIENTE;10.0;MERCHFARMA: 26,HOS P344: 26,HOS COMPRAS: 26,HOS FINANÇAS: 26,HOS FISCAL: 26,HOS REPLICADOR: 26,ESTAÇÃO ADICIONAL: 15,FARMÁCIA POPULAR: 26,HOSTRIBUTARIO: 26,HOS DIGITALIZE: 26,HOSCLOUD BACKUP: 26,APP E-COMMERCE: 26,HOS ENTREGAS: 26,HOSDASHBOARD: 26,INTEGRAÇÃO BLING: 26
37360;Silveira Drog Loja 18 Matriz - (SE);27.288.806/0001-83;3237224404 / 32;Muriaé;Rua Prof. Zirlene Aparecida de Carvalho 60;Sao Gotardo;36880-212;3143906;MG;Sim;CLIENTE;30.0;MERCHFARMA: 9,HOS P344: 15,HOS COMPRAS: 9,HOS FINANÇAS: 9,HOS FISCAL: 9,HOS REPLICADOR: 9,HOSTRIBUTARIO: 9,HOSCLOUD BACKUP: 11,FARMACIASAPP: 15
37366;Drogaria Farmacenter - ANDRE;05.462.423/0001-47;8232824045 / 8232816085;Delmiro Gouveia;Pc Delmiro Gouveia, 145;Centro;57480-000;2702405;AL;Sim;CLIENTE;15.0;MERCHFARMA: 4,HOS P344: 4,HOS FISCAL: 4,HOS REPLICADOR: 4,HOSTRIBUTARIO: 4,HOS DIGITALIZE: 3,HOSCLOUD BACKUP: 5,INTEGRAÇÃO IFOOD: 4,INTEGRAÇÃO MAGGU: 4
37367;Farmacomed Lj 2 - PAULO;35.449.817/0001-26;5139338444 / 51999934888;Gravataí;Rua Benjamin Constant, 319;Passo das Pedras;94035-200;4309209;RS;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOS REPLICADOR: 4,FARMÁCIA POPULAR: 4
37369;Drogaria do Povo - Rede Soma - ROMULO;25.297.771/0001-13;3432812510 / 34;Tupaciguara;Rua Bueno Brandao, 244;São Cristovão;38480-000;3169604;MG;Sim;CLIENTE;30.0;MERCHFARMA: 9,HOS P344: 9,HOS FISCAL: 9,HOS REPLICADOR: 5,ESTAÇÃO ADICIONAL: 2,FARMÁCIA POPULAR: 9,HOSTRIBUTARIO: 9,HOSCLOUD BACKUP: 8,INTEGRAÇÃO MAGGU: 9
37373;Farmacia Liz - Rede Soma - CELULAH;10.411.824/0001-08;7332471152 / 73;Almadina;Rua Euzebio Ferreira, 41;Centro;45640-000;2900900;BA;Sim;CLIENTE;15.0;MERCHFARMA: 3,HOS P344: 2,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 3,HOSGESTAO: 3
37379;Multi Farma - PAULO;39.637.251/0001-17;2733296049 / 27;Vila Velha;Rua Alan Kardec, 121;Dvno. Espirito Santo;29107-240;3205200;ES;Sim;CLIENTE;10.0;MERCHFARMA: 5,HOS P344: 5,ESTAÇÃO ADICIONAL: 1,FARMÁCIA POPULAR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 4,HOSCHAT: 4
37381;Farmacia do Carlito Filial 02 - ;28.769.942/0003-10;9134623432 / 91;Capitão Poço;Tv 23 de Dezembro, 526;Tatajuba;68650-000;1502301;PA;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5
37385;Farmacia Cairu Filial (SE) ;90.049.701/0007-01;5434642025 / 54;Garibaldi;Rua 13 de Maio, 1140 Sala 01;Chacaras;95720-000;4308607;RS;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5,ESTAÇÃO ADICIONAL: 1,HOSCLOUD BACKUP: 5
37389;Central Farma - ANDRE;13.449.962/0001-74;7532811504 / 75;Paulo Afonso;Rua Otaviano L de Morais, 27;Centro;48601-190;2924009;BA;Sim;CLIENTE;1.0;MERCHFARMA: 4,HOS P344: 4,HOS FISCAL: 4,HOSTRIBUTARIO: 4
37390;Rede Farma Brasil - Rede Soma - CELULAH;35.763.973/0001-67;7136451414 / 71;Pojuca;Rua JJ Seabra, SN;Centro;48120-000;2925204;BA;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 5,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 3
37394;Multi Farma - PAULO;28.520.909/0001-90;2732397404 / 27992925622;Vila Velha;Rua Agenor Barbato, 220;Gloria;29122-530;3205200;ES;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,ESTAÇÃO ADICIONAL: 2,HOSCLOUD BACKUP: 2
37397;Drogaria Santa Cruz - Rede Inova ;20.840.156/0001-98;3233726144 / 3233239043;Santa Cruz de Minas;Av Ministro Gabriel Passos, 579;Centro;36328-000;3157336;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,ESTAÇÃO ADICIONAL: 3,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 2,INTEGRAÇÃO IFOOD: 5,HOSCHAT: 5
37400;PharmaGolden Avenida ;14.845.828/0001-55;3137421223 / 31;Ouro Branco;Av Mariza de Souza Mendes, 201 Loja 02;Rotor;36492-183;3145901;MG;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4
37406;Farmacia Frota - ANDRE;10.683.971/0001-37;85997606521 / 85;Fortaleza;Rua Candido Maia 166;Antonio Bezerra;60356-830;2304400;CE;Sim;CLIENTE;10.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 5,FARMÁCIA POPULAR: 5,HOSTRIBUTARIO: 5,HOS DIGITALIZE: 0,HOSDASHBOARD: 5
37411;Farmacia Sao Pedro - ANDRE;13.737.713/0001-84;7536921108 / 75;Paulo Afonso;Rua Padre Lourenco, 964;Tancredo Neves II;48609-140;2924009;BA;Sim;CLIENTE;15.0;MERCHFARMA: 2,HOS P344: 2
37412;Farmacia do Povo - (Matriz) Loja 01- ANDRE;07.801.187/0001-71;7332681233 / 73;Porto Seguro;Rua da Paz 245;Baianao;45810-000;2925303;BA;Sim;CLIENTE;30.0;HOS P344: 12,HOS FISCAL: 12,HOS REPLICADOR: 12,HOSTRIBUTARIO: 12,MERCHFARMA: 12
37421;Braga e Silva Drogaria Ltda - Filial 02 - Rede Inova (SE);17.853.589/0002-54;3332961555 / 33988861555;Santa Maria de Itabira;Rua Casemiro de Andrade, 300;Centro;35910-000;3158003;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 5,HOS REPLICADOR: 3,HOSTRIBUTARIO: 5,INTEGRAÇÃO MAGGU: 5
